TJ번호,제목(원어),제목(한국어),발매일 / 커버일,앨범커버,원곡가수,곡유형,링크,번역가사 링크
,V.I.P MONSTER,,2024-06-12,https://bang-dream.com/wordpress/wp-content/uploads/2026/02/17184225/d4d516c4-0d0af4f3-b7f43051-372e23a5.jpg,RAISE A SUILEN,오리지널,https://youtu.be/Y32uDkBNh_o,https://namu.wiki/w/V.I.P%20MONSTER
,Bad Kids All Bet,,2024-08-31,https://bestdori.com/assets/jp/musicjacket/musicjacket630_rip/assets-star-forassetbundle-startapp-musicjacket-musicjacket630-623_bad_kid_all_bet-jacket.png,RAISE A SUILEN,오리지널,https://youtu.be/mKt2u5a3-H8,https://namu.wiki/w/Bad%20Kids%20All%20Bet
,VIVID FIRST TIME,,2024-12-21,https://bestdori.com/assets/jp/musicjacket/musicjacket650_rip/assets-star-forassetbundle-startapp-musicjacket-musicjacket650-647_vivid_first_time-jacket.png,RAISE A SUILEN,오리지널,https://youtu.be/ckqNhklWz6I,https://namu.wiki/w/VIVID%20FIRST%20TIME
,WELCOME TO PANDEMONIUM,,2024-12-28,https://bestdori.com/assets/jp/musicjacket/musicjacket660_rip/assets-star-forassetbundle-startapp-musicjacket-musicjacket660-652_welcome_to_pandemonium-jacket.png,RAISE A SUILEN,오리지널,https://youtu.be/fzc1B0zd7pw,https://namu.wiki/w/WELCOME%20TO%20PANDEMONIUM
,HOWLING AMBITION,,2025-06-11,https://bang-dream.com/wordpress/wp-content/uploads/2026/02/17185016/d56a61ae-7994d955-bb34c3c1-44db814b.jpg,RAISE A SUILEN,오리지널,https://youtu.be/XYMoaMqyf6s,https://namu.wiki/w/HOWLING%20AMBITION
,FIVE as ONE,,2025-06-20,https://bestdori.com/assets/jp/musicjacket/musicjacket710_rip/assets-star-forassetbundle-startapp-musicjacket-musicjacket710-706_five_as_one-jacket.png,RAISE A SUILEN,오리지널,https://youtu.be/rRo4HYj654A,https://namu.wiki/w/FIVE%20as%20ONE
,'FIGHT' ADDICT,,2025-09-06,https://bestdori.com/assets/jp/musicjacket/musicjacket730_rip/assets-star-forassetbundle-startapp-musicjacket-musicjacket730-725_fight_addict-jacket.png,RAISE A SUILEN,오리지널,https://youtu.be/gHqSTnDDmJk,https://namu.wiki/w/%27FIGHT%27%20ADDICT
,BIBIBABI BRAVER,,2025-09-29,https://bestdori.com/assets/jp/musicjacket/musicjacket740_rip/assets-star-forassetbundle-startapp-musicjacket-musicjacket740-739_bibibabi-jacket.png,RAISE A SUILEN,오리지널,,
,Drown Out the Noise and Push Through the Trash,,2025-11-12,https://bang-dream.com/wordpress/wp-content/uploads/2026/02/17185850/1a34fe6f-4bb4c937-608d945a-829b7c41.png,RAISE A SUILEN,오리지널,https://youtu.be/EELGtL1U1vw,https://namu.wiki/w/Drown%20Out%20the%20Noise%20and%20Push%20Through%20the%20Trash
,RUNAWAY STAR,,2026-01-21,https://bestdori.com/assets/jp/musicjacket/musicjacket770_rip/assets-star-forassetbundle-startapp-musicjacket-musicjacket770-766_runaway_star-jacket.png,RAISE A SUILEN,오리지널,https://youtu.be/DkMyx_sLMlk,
,WHAT AN EXPLOSION,,2026-05-08,https://bestdori.com/assets/jp/musicjacket/musicjacket790_rip/assets-star-forassetbundle-startapp-musicjacket-musicjacket790-789_what_an_explosion-jacket.png,RAISE A SUILEN,오리지널,https://youtu.be/5AL7kBxbMI8,https://namu.wiki/w/WHAT%20AN%20EXPLOSION
